timestamp,date,close
1279296000000,2010-07-17,0.1300301347229201
1279382400000,2010-07-18,0.13136581068002262
1279468800000,2010-07-19,0.13271279128756613
1279555200000,2010-07-20,0.13407115185308746
1279641600000,2010-07-21,0.1354409680505727
1279728000000,2010-07-22,0.1368223159215913
1279814400000,2010-07-23,0.1382152718764226
1279900800000,2010-07-24,0.13961991269518392
1279987200000,2010-07-25,0.14103631552896903
1280073600000,2010-07-26,0.14246455790097073
1280160000000,2010-07-27,0.14390471770762772
1280246400000,2010-07-28,0.14535687321975105
1280332800000,2010-07-29,0.14682110308367108
1280419200000,2010-07-30,0.14829748632236672
1280505600000,2010-07-31,0.14978610233661477
1280592000000,2010-08-01,0.15128703090612372
1280678400000,2010-08-02,0.15280035219068802
1280764800000,2010-08-03,0.15432614673132317
1280851200000,2010-08-04,0.1558644954514155
1280937600000,2010-08-05,0.15741547965787223
1281024000000,2010-08-06,0.15897918104226924
1281110400000,2010-08-07,0.16055568168200096
1281196800000,2010-08-08,0.16214506404143558
1281283200000,2010-08-09,0.16374741097306086
1281369600000,2010-08-10,0.1653628057186536
1281456000000,2010-08-11,0.1669913319104215
1281542400000,2010-08-12,0.16863307357216778
1281628800000,2010-08-13,0.17028811512045378
1281715200000,2010-08-14,0.17195654136575333
1281801600000,2010-08-15,0.17363843751362124
1281888000000,2010-08-16,0.17533388916584902
1281974400000,2010-08-17,0.17704298232164156
1282060800000,2010-08-18,0.17876580337877374
1282147200000,2010-08-19,0.18050243913476188
1282233600000,2010-08-20,0.18225297678803626
1282320000000,2010-08-21,0.18401750393910596
1282406400000,2010-08-22,0.18579610859173987
1282492800000,2010-08-23,0.18758887915413358
1282579200000,2010-08-24,0.18939590444008386
1282665600000,2010-08-25,0.1912172736701747
1282752000000,2010-08-26,0.19305307647294356
1282838400000,2010-08-27,0.1949034028860692
1282924800000,2010-08-28,0.1967683433575509
1283011200000,2010-08-29,0.19864798874688847
1283097600000,2010-08-30,0.20054243032627028
1283184000000,2010-08-31,0.20245175978175411
1283270400000,2010-09-01,0.2043760692144601
1283356800000,2010-09-02,0.2063154511417502
1283443200000,2010-09-03,0.2082699984984254
1283529600000,2010-09-04,0.2102398046379164
1283616000000,2010-09-05,0.21222496333347005
1283702400000,2010-09-06,0.21422556877934934
1283788800000,2010-09-07,0.2162417155920275
1283875200000,2010-09-08,0.21827349881138364
1283961600000,2010-09-09,0.22032101390189812
1284048000000,2010-09-10,0.22238435675386048
1284134400000,2010-09-11,0.22446362368456357
1284220800000,2010-09-12,0.2265589114395083
1284307200000,2010-09-13,0.22867031719360514
1284393600000,2010-09-14,0.2307979385523857
1284480000000,2010-09-15,0.23294187355320367
1284566400000,2010-09-16,0.2351022206664425
1284652800000,2010-09-17,0.2372790787967315
1284739200000,2010-09-18,0.23947254728415257
1284825600000,2010-09-19,0.24168272590544856
1284912000000,2010-09-20,0.24390971487524804
1284998400000,2010-09-21,0.24615361484726636
1285084800000,2010-09-22,0.24841452691554033
1285171200000,2010-09-23,0.2506925526156254
1285257600000,2010-09-24,0.25298779392583703
1285344000000,2010-09-25,0.25530035326845013
1285430400000,2010-09-26,0.2576303335109388
1285516800000,2010-09-27,0.2599778379671921
1285603200000,2010-09-28,0.26234297039874005
1285689600000,2010-09-29,0.2647258350159816
1285776000000,2010-09-30,0.2671265364794126
1285862400000,2010-10-01,0.26954517990084936
1285948800000,2010-10-02,0.27198187084467207
1286035200000,2010-10-03,0.27443671532904984
1286121600000,2010-10-04,0.2769098198271684
1286208000000,2010-10-05,0.2794012912684747
1286294400000,2010-10-06,0.2819112370399106
1286380800000,2010-10-07,0.2844397649871506
1286467200000,2010-10-08,0.28698698341583667
1286553600000,2010-10-09,0.2895530010928312
1286640000000,2010-10-10,0.29213792724744214
1286726400000,2010-10-11,0.29474187157268417
1286812800000,2010-10-12,0.29736494422650717
1286899200000,2010-10-13,0.3000072558330592
1286985600000,2010-10-14,0.3026689174839182
1287072000000,2010-10-15,0.3053500407393514
1287158400000,2010-10-16,0.3080507376295673
1287244800000,2010-10-17,0.31077112065595697
1287331200000,2010-10-18,0.3135113027923563
1287417600000,2010-10-19,0.3162713974863008
1287504000000,2010-10-20,0.31905151866027875
1287590400000,2010-10-21,0.32185178071298914
1287676800000,2010-10-22,0.32467229852060325
1287763200000,2010-10-23,0.327513187438023
1287849600000,2010-10-24,0.3303745633001377
1287936000000,2010-10-25,0.3332565424230988
1288022400000,2010-10-26,0.3361592416055745
1288108800000,2010-10-27,0.3390827781300244
1288195200000,2010-10-28,0.34202726976395464
1288281600000,2010-10-29,0.3449928347612038
1288368000000,2010-10-30,0.3479795918631917
1288454400000,2010-10-31,0.35098766030021455
1288540800000,2010-11-01,0.35401715979269305
1288627200000,2010-11-02,0.35706821055247623
1288713600000,2010-11-03,0.3601409332840833
1288800000000,2010-11-04,0.3632354491860164
1288886400000,2010-11-05,0.36635187995200696
1288972800000,2010-11-06,0.36949034777231377
1289059200000,2010-11-07,0.3726509753350043
1289145600000,2010-11-08,0.3758338858272281
1289232000000,2010-11-09,0.37903920293651894
1289318400000,2010-11-10,0.38226705085204843
1289404800000,2010-11-11,0.38551755426594275
1289491200000,2010-11-12,0.38879083837456657
1289577600000,2010-11-13,0.3920870288798014
1289664000000,2010-11-14,0.39540625199033086
1289750400000,2010-11-15,0.3987486344229691
